Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
Nick Smith Jr.,20,CHO,SG,29,10,500,8.5,0.49,0.557,0.044,1,10.8,5.8,14.3,1.1,1,11.2,19.7,-0.3,0.3,0,0.003,-3.2,-1.4,-4.6,-0.3,2.7,7,0.384,1.3,3.9,0.345,1.3,3.1,0.433,0.48,0.3,0.3,0.889,0.2,1.7,1.9,1.6,0.4,0.2,0.9,1,7,smithni01
Josh Okogie,26,2TM,SG,32,2,500,16.9,0.581,0.389,0.305,9.2,11.9,10.5,7.2,3.9,2.9,11.7,18.7,0.5,0.7,1.2,0.116,0.2,1.8,2,0.5,2.5,5.2,0.473,0.8,2,0.385,1.7,3.2,0.529,0.548,1.2,1.6,0.725,1.3,1.7,3,0.8,1.3,0.5,0.8,1.2,6.9,okogijo01
Josh Okogie,26,2TM,SG,32,2,500,16.9,0.581,0.389,0.305,9.2,11.9,10.5,7.2,3.9,2.9,11.7,18.7,0.5,0.7,1.2,0.116,0.2,1.8,2,0.5,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6,okogijo01
Josh Okogie,26,2TM,SG,32,2,500,16.9,0.581,0.389,0.305,9.2,11.9,10.5,7.2,3.9,2.9,11.7,18.7,0.5,0.7,1.2,0.116,0.2,1.8,2,0.5,3.3,7.6,0.434,1.3,3.3,0.391,2,4.3,0.467,0.519,2.1,2.7,0.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10,okogijo01
Josh Okogie,26,PHO,SG,25,1,351,16,0.586,0.368,0.281,10.4,12.2,11.4,5.9,3,2.7,11.1,18.2,0.4,0.4,0.8,0.103,0.2,0.2,0.4,0.2,2.5,5.2,0.473,0.8,2,0.385,1.7,3.2,0.529,0.548,1.2,1.6,0.725,1.3,1.7,3,0.8,1.3,0.5,0.8,1.2,6.9,okogijo01
Josh Okogie,26,PHO,SG,25,1,351,16,0.586,0.368,0.281,10.4,12.2,11.4,5.9,3,2.7,11.1,18.2,0.4,0.4,0.8,0.103,0.2,0.2,0.4,0.2,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6,okogijo01
Josh Okogie,26,PHO,SG,25,1,351,16,0.586,0.368,0.281,10.4,12.2,11.4,5.9,3,2.7,11.1,18.2,0.4,0.4,0.8,0.103,0.2,0.2,0.4,0.2,3.3,7.6,0.434,1.3,3.3,0.391,2,4.3,0.467,0.519,2.1,2.7,0.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10,okogijo01
Josh Okogie,26,CHO,SG,7,1,149,19,0.57,0.434,0.358,6.3,11.1,8.6,10.4,6.3,3.3,12.8,19.9,0.1,0.3,0.5,0.147,0.3,5.4,5.7,0.3,2.5,5.2,0.473,0.8,2,0.385,1.7,3.2,0.529,0.548,1.2,1.6,0.725,1.3,1.7,3,0.8,1.3,0.5,0.8,1.2,6.9,okogijo01
Josh Okogie,26,CHO,SG,7,1,149,19,0.57,0.434,0.358,6.3,11.1,8.6,10.4,6.3,3.3,12.8,19.9,0.1,0.3,0.5,0.147,0.3,5.4,5.7,0.3,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6,okogijo01
Josh Okogie,26,CHO,SG,7,1,149,19,0.57,0.434,0.358,6.3,11.1,8.6,10.4,6.3,3.3,12.8,19.9,0.1,0.3,0.5,0.147,0.3,5.4,5.7,0.3,3.3,7.6,0.434,1.3,3.3,0.391,2,4.3,0.467,0.519,2.1,2.7,0.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10,okogijo01
Monte Morris,29,PHO,PG,38,0,493,12.5,0.529,0.429,0.248,2.3,9.8,6.2,18.1,1.6,0.6,8.2,17.5,0.5,0.2,0.7,0.067,-1.4,-0.8,-2.2,0,1.8,4.2,0.416,0.6,1.8,0.304,1.2,2.4,0.5,0.481,0.9,1.1,0.85,0.3,1.2,1.4,1.7,0.4,0.1,0.4,0.5,5,morrimo01
Malcolm Brogdon,32,WAS,PG,20,13,490,15.9,0.547,0.239,0.392,4,13.6,8.7,26.5,1,0.9,11.9,23.6,0.5,0.1,0.6,0.059,0.1,-1.6,-1.5,0.1,4.6,10.5,0.435,0.8,2.5,0.3,3.8,8,0.478,0.471,3.6,4.1,0.866,1,3.2,4.1,4.1,0.5,0.3,1.7,1.5,13.4,brogdma01
Day'Ron Sharpe,23,BRK,C,28,0,487,19.2,0.556,0.165,0.295,18.6,22.2,20.3,14.5,2.1,3.5,14.2,21,0.7,0.6,1.3,0.131,-0.2,0.1,-0.1,0.2,3.1,6.3,0.5,0.2,1,0.172,3,5.3,0.565,0.514,1.4,1.9,0.769,2.9,3.2,6.1,1.5,0.8,0.6,1.2,2.1,7.9,sharpda01
KJ Martin,24,PHI,PF,24,7,480,12.5,0.689,0.212,0.293,4.9,13.1,8.8,5.8,1.1,3.4,9.7,11.4,0.9,0.3,1.2,0.12,-1.8,0.4,-1.4,0.1,2.5,4.1,0.616,0.3,0.9,0.381,2.2,3.3,0.679,0.657,1,1.2,0.828,0.9,2.1,3,0.8,0.5,0.7,0.5,2.6,6.4,martike04
Grant Williams,26,CHO,PF,16,7,479,11.6,0.596,0.602,0.301,3.9,14.8,9.2,11.3,1.8,2.7,16.7,14.7,0.3,0.5,0.9,0.086,-2.2,0.7,-1.5,0.1,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4,5.1,2.3,1.1,0.8,1.8,2.9,10.4,willigr01
Justin Edwards,21,PHI,SF,20,5,472,10.7,0.586,0.62,0.116,4.7,10.7,7.6,8.4,1.6,1.5,11.7,14.4,0.4,0.3,0.6,0.063,-1.7,-1.3,-3,-0.1,3,6.5,0.465,1.5,4,0.363,1.6,2.5,0.633,0.578,0.5,0.8,0.667,1,2.1,3.1,1.4,0.8,0.4,0.9,2.2,8,edwarju01
Jaxson Hayes,24,LAL,C,27,6,462,14.8,0.695,0.023,0.465,9.1,17.7,13.5,7.4,1.5,5,16.2,11.8,0.9,0.6,1.4,0.149,-2.2,1.2,-1,0.1,2.1,3.2,0.663,0,0.1,0,2.1,3.1,0.679,0.663,1.1,1.5,0.75,1.3,2.7,4.1,0.9,0.5,0.9,0.7,2.1,5.3,hayesja02
Jett Howard,21,ORL,SF,42,0,461,8.6,0.508,0.702,0.101,4.2,8.9,6.4,8.6,0.8,1.5,9.3,19.3,-0.1,0.5,0.4,0.039,-2.5,-1.2,-3.8,-0.2,1.6,4.2,0.376,1,3,0.32,0.6,1.3,0.509,0.489,0.4,0.4,0.833,0.4,0.8,1.2,0.6,0.2,0.2,0.5,1.1,4.5,howarje01
Talen Horton-Tucker,24,CHI,SG,40,0,461,13.9,0.57,0.44,0.261,3.2,12,7.7,16.2,1.5,1.5,11.2,20.9,0.4,0.3,0.7,0.073,-1.1,-1,-2.1,0,2.1,4.6,0.457,0.8,2,0.383,1.3,2.6,0.515,0.541,0.9,1.2,0.729,0.4,1.4,1.7,1.3,0.4,0.2,0.7,1,5.9,hortota01
Thomas Bryant,27,2TM,C,33,2,451,19.1,0.636,0.452,0.199,10.3,18.6,14.5,8.1,1.7,4.3,7,16.5,1.1,0.6,1.7,0.176,2,0.4,2.3,0.5,2.3,4.4,0.521,0.8,2,0.379,1.5,2.4,0.638,0.606,0.8,0.9,0.862,1.2,2.3,3.6,0.8,0.5,0.6,0.4,0.9,6.1,bryanth01
Thomas Bryant,27,2TM,C,33,2,451,19.1,0.636,0.452,0.199,10.3,18.6,14.5,8.1,1.7,4.3,7,16.5,1.1,0.6,1.7,0.176,2,0.4,2.3,0.5,1.2,2.8,0.429,0.6,1.7,0.353,0.6,1.1,0.545,0.536,1.1,1.1,1,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,bryanth01
Thomas Bryant,27,2TM,C,33,2,451,19.1,0.636,0.452,0.199,10.3,18.6,14.5,8.1,1.7,4.3,7,16.5,1.1,0.6,1.7,0.176,2,0.4,2.3,0.5,2.8,5.1,0.542,0.8,2.1,0.388,2,3,0.652,0.623,0.6,0.8,0.778,1.5,2.2,3.7,1,0.7,0.5,0.4,0.9,7,bryanth01
Thomas Bryant,27,MIA,C,10,0,115,15.8,0.624,0.607,0.393,5.8,24.2,15.1,4.9,0.4,7.4,5.7,13.4,0.2,0.2,0.4,0.167,-1,0.9,-0.2,0.1,2.3,4.4,0.521,0.8,2,0.379,1.5,2.4,0.638,0.606,0.8,0.9,0.862,1.2,2.3,3.6,0.8,0.5,0.6,0.4,0.9,6.1,bryanth01
Thomas Bryant,27,MIA,C,10,0,115,15.8,0.624,0.607,0.393,5.8,24.2,15.1,4.9,0.4,7.4,5.7,13.4,0.2,0.2,0.4,0.167,-1,0.9,-0.2,0.1,1.2,2.8,0.429,0.6,1.7,0.353,0.6,1.1,0.545,0.536,1.1,1.1,1,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,bryanth01
Thomas Bryant,27,MIA,C,10,0,115,15.8,0.624,0.607,0.393,5.8,24.2,15.1,4.9,0.4,7.4,5.7,13.4,0.2,0.2,0.4,0.167,-1,0.9,-0.2,0.1,2.8,5.1,0.542,0.8,2.1,0.388,2,3,0.652,0.623,0.6,0.8,0.778,1.5,2.2,3.7,1,0.7,0.5,0.4,0.9,7,bryanth01
Thomas Bryant,27,IND,C,23,2,336,20.2,0.639,0.415,0.153,11.9,16.7,14.3,9.2,2.1,3.3,7.4,17.5,0.9,0.4,1.3,0.179,3,0.2,3.2,0.4,2.3,4.4,0.521,0.8,2,0.379,1.5,2.4,0.638,0.606,0.8,0.9,0.862,1.2,2.3,3.6,0.8,0.5,0.6,0.4,0.9,6.1,bryanth01
Thomas Bryant,27,IND,C,23,2,336,20.2,0.639,0.415,0.153,11.9,16.7,14.3,9.2,2.1,3.3,7.4,17.5,0.9,0.4,1.3,0.179,3,0.2,3.2,0.4,1.2,2.8,0.429,0.6,1.7,0.353,0.6,1.1,0.545,0.536,1.1,1.1,1,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,bryanth01
Thomas Bryant,27,IND,C,23,2,336,20.2,0.639,0.415,0.153,11.9,16.7,14.3,9.2,2.1,3.3,7.4,17.5,0.9,0.4,1.3,0.179,3,0.2,3.2,0.4,2.8,5.1,0.542,0.8,2.1,0.388,2,3,0.652,0.623,0.6,0.8,0.778,1.5,2.2,3.7,1,0.7,0.5,0.4,0.9,7,bryanth01
Tre Jones,25,SAS,PG,28,0,450,13.9,0.572,0.28,0.355,3.6,9.9,6.8,30.9,1.9,1,16.3,12.2,0.9,0.3,1.2,0.129,-1.3,1.1,-0.2,0.2,1.6,3.3,0.484,0.3,0.9,0.308,1.3,2.4,0.552,0.527,0.9,1.2,0.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,jonestr01
Steven Adams,31,HOU,C,35,2,440,17,0.563,0,0.689,21.4,22.4,21.9,11.9,1.1,3.5,22,14,0.6,0.7,1.3,0.142,0.1,0.2,0.4,0.3,1.5,2.6,0.578,0,0,,1.5,2.6,0.578,0.578,0.8,1.8,0.452,2.6,2.6,5.2,1.1,0.3,0.5,0.9,1.1,3.8,adamsst01
Jamison Battle,23,TOR,SF,34,0,428,12.7,0.628,0.746,0.099,4.9,11.1,8,10.1,0.5,0.9,7.5,15.8,0.8,0.1,0.9,0.097,1.5,-1.6,0,0.2,1.9,4.2,0.458,1.3,3.1,0.415,0.6,1.1,0.583,0.613,0.4,0.4,0.857,0.6,1.3,1.8,0.9,0.1,0.1,0.4,1.1,5.5,battlja01
Zach Collins,27,SAS,C,36,4,425,14.5,0.566,0.348,0.265,9.6,15.4,12.5,17.4,1.6,3.1,13.5,17.1,0.6,0.4,1.1,0.122,-1.5,1.4,-0.1,0.2,1.7,3.7,0.462,0.4,1.3,0.304,1.3,2.4,0.547,0.515,0.9,1,0.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,colliza01
Jericho Sims,26,NYK,C,39,5,422,9.9,0.619,0,0.283,14.1,20.7,17.5,6.2,0.9,2.2,28.9,7.5,0.4,0.4,0.8,0.096,-3,-0.5,-3.4,-0.1,0.7,1.2,0.609,0,0,,0.7,1.2,0.609,0.609,0.2,0.3,0.615,1.3,2,3.3,0.6,0.2,0.3,0.5,1.2,1.6,simsje01
Alec Burks,33,MIA,SG,26,0,420,12.3,0.604,0.75,0.232,2.1,11.7,7,9.4,1.8,1.1,6.8,13.9,0.5,0.4,1,0.11,-0.6,0.7,0.1,0.2,1.8,4.3,0.411,1.4,3.2,0.429,0.4,1.1,0.357,0.571,0.8,1,0.808,0.3,1.8,2.1,1.1,0.6,0.2,0.3,0.7,5.7,burksal01
Joel Embiid,30,PHI,C,14,14,419,25,0.586,0.219,0.5,6.9,25.9,15.9,26.3,1.4,3.2,13.5,36,0.8,0.4,1.2,0.141,4.2,0.1,4.3,0.7,7.9,17.3,0.459,1.2,3.8,0.321,6.7,13.5,0.497,0.494,7.6,8.6,0.884,1.9,6.3,8.1,4.3,0.9,0.9,3.3,2.2,24.7,embiijo01
Pat Connaughton,32,MIL,SG,28,0,418,10.6,0.546,0.551,0.159,4.5,14.6,9.7,14.4,0.5,2,11.6,13.5,0.4,0.3,0.7,0.082,-1.4,-0.6,-2,0,1.6,3.8,0.43,0.7,2.1,0.339,0.9,1.7,0.542,0.523,0.5,0.6,0.765,0.6,2.1,2.7,1.6,0.1,0.3,0.5,1.1,4.5,connapa01
DeAndre Jordan,36,DEN,C,35,2,410,14.6,0.624,0,0.341,12.9,28.5,21.1,8.2,1.2,3.7,19.7,12.6,0.5,0.5,1,0.117,-1.7,0.1,-1.6,0,1.6,2.4,0.647,0,0,,1.6,2.4,0.647,0.647,0.3,0.8,0.414,1.3,3.2,4.5,0.8,0.3,0.5,0.7,1.3,3.5,jordade01
Reed Sheppard,20,HOU,PG,35,0,410,8,0.417,0.603,0.062,3.3,9.9,6.5,12.6,2.5,2.9,11.8,17,-0.4,0.6,0.3,0.031,-3.8,1.6,-2.2,0,1.3,4.2,0.315,0.7,2.5,0.284,0.6,1.7,0.362,0.401,0.2,0.3,0.889,0.4,1.1,1.4,1.1,0.6,0.4,0.6,0.9,3.6,sheppre01
Caleb Houstan,22,ORL,SF,34,5,410,5.4,0.476,0.867,0.092,3.4,6.4,4.8,5.2,0.9,0.7,4.7,11.3,0,0.4,0.4,0.049,-4.8,-0.9,-5.7,-0.4,0.9,2.9,0.316,0.8,2.5,0.306,0.1,0.4,0.385,0.449,0.3,0.3,1,0.4,0.6,1,0.4,0.2,0.1,0.1,1,2.9,houstca01
Aaron Holiday,28,HOU,PG,36,1,409,10.9,0.574,0.669,0.153,1.5,7.5,4.4,14.2,1.5,0.9,11.4,15,0.5,0.5,1,0.116,-1.6,0.4,-1.2,0.1,1.4,3.4,0.419,0.9,2.3,0.373,0.6,1.1,0.512,0.544,0.5,0.5,0.895,0.2,0.8,0.9,1.2,0.4,0.1,0.5,1.1,4.2,holidaa01
Delon Wright,32,MIL,PG,26,2,405,7.4,0.365,0.598,0.195,4.1,7.9,6.1,14.5,2.7,2.1,13.6,11.1,-0.3,0.5,0.2,0.021,-4.3,1.3,-2.9,-0.1,0.8,3.2,0.268,0.5,1.9,0.245,0.4,1.3,0.303,0.341,0.3,0.6,0.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,wrighde01
Zion Williamson,24,NOP,PF,14,14,399,24.8,0.555,0.046,0.487,10.9,19.7,15.2,33.1,1.9,4,13.2,35.2,0.5,0.3,0.8,0.096,3.4,0,3.4,0.5,8.7,17,0.513,0.1,0.8,0.182,8.6,16.2,0.529,0.517,5.4,8.3,0.647,3,5,8,5,1.1,1.2,3.1,2.9,22.9,willizi01
Tosan Evbuomwan,23,BRK,SF,16,0,396,10.7,0.559,0.317,0.31,5.1,14.5,9.6,10.9,1.5,1,17.3,19.3,-0.1,0.3,0.2,0.02,-3.3,-0.7,-4,-0.2,3.7,7.9,0.468,0.8,2.5,0.325,2.9,5.4,0.535,0.52,1.8,2.4,0.744,1.1,3,4.1,1.7,0.8,0.3,1.9,1.9,10,evbuoto01
Pelle Larsson,23,MIA,SG,31,1,390,9.2,0.556,0.479,0.323,3.7,8.8,6.3,10.5,1.8,0.5,9.9,13.8,0.3,0.3,0.6,0.077,-4.5,0.1,-4.4,-0.2,1.4,3.1,0.458,0.5,1.5,0.304,1,1.6,0.6,0.531,0.6,1,0.645,0.4,1,1.5,0.9,0.5,0.1,0.4,1.7,3.9,larsspe01
Olivier-Maxence Prosper,22,DAL,PF,40,2,389,13.4,0.488,0.331,0.463,10.2,16.3,13.3,9.3,2,1.1,8.2,17.4,0.3,0.4,0.7,0.083,-1.1,-0.8,-1.9,0,1.2,3,0.405,0.2,1,0.225,1,2,0.494,0.442,0.9,1.4,0.625,0.9,1.5,2.4,0.7,0.4,0.1,0.3,0.5,3.6,prospol01
Ryan Rollins,22,MIL,PG,32,6,386,12.4,0.573,0.431,0.169,3.2,9.7,6.5,13.1,2.9,2.9,17.2,19,0,0.5,0.5,0.062,-3,1.3,-1.8,0,1.9,4.1,0.469,0.6,1.8,0.357,1.3,2.3,0.554,0.546,0.6,0.7,0.818,0.3,1.1,1.5,1.1,0.7,0.4,0.9,1.4,5,rolliry01
Keaton Wallace,25,ATL,PG,22,3,386,9.9,0.538,0.517,0.095,1.3,8.3,4.7,18.1,2.6,1.4,17.7,15.5,0,0.3,0.3,0.037,-3.5,1.1,-2.4,0,2.2,5.3,0.422,1,2.7,0.35,1.3,2.5,0.5,0.513,0.5,0.5,1,0.2,1.3,1.5,2.4,1,0.3,1.2,1.4,5.9,wallake01
Larry Nance Jr.,32,ATL,PF,20,3,385,16.7,0.633,0.496,0.078,5.4,20.2,12.6,11.5,2.3,2.9,8.9,15.5,0.7,0.5,1.1,0.14,1.3,0.8,2.1,0.4,3.3,6.5,0.512,1.5,3.2,0.453,1.9,3.3,0.569,0.624,0.4,0.5,0.8,1,3.5,4.5,1.6,1,0.6,0.7,1.5,8.5,nancela02
Marcus Smart,30,MEM,PG,18,6,382,12.3,0.523,0.613,0.254,4,7.6,5.8,22.3,2.8,1.4,17.7,20,0.2,0.5,0.7,0.083,-0.8,0.7,-0.1,0.2,2.9,7.9,0.373,1.6,4.8,0.333,1.3,3.1,0.436,0.475,1.7,2,0.833,0.8,1.6,2.3,3.8,1.3,0.3,1.9,1.7,9.2,smartma01
Jabari Walker,22,POR,SF,37,1,375,11,0.507,0.321,0.245,8.4,22.2,15.2,6.4,2.5,1.2,14.6,15.4,-0.1,0.5,0.4,0.05,-3.7,0.2,-3.4,-0.1,1.3,2.9,0.453,0.2,0.9,0.206,1.1,1.9,0.569,0.486,0.4,0.7,0.615,0.8,2,2.8,0.5,0.5,0.1,0.5,1.2,3.2,walkeja01
Reggie Jackson,34,PHI,PG,30,1,372,9.1,0.474,0.558,0.07,2.4,10.9,6.5,17.4,2,0.8,11.3,17.8,-0.2,0.2,0.1,0.01,-3.5,-0.9,-4.4,-0.2,1.6,4.3,0.372,0.8,2.4,0.319,0.8,1.9,0.439,0.461,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.6,1.1,4.2,jacksre01
Jordan Miller,25,LAC,SF,29,0,370,11.3,0.505,0.286,0.262,6.7,8.9,7.8,12.1,2,1.3,13.5,19,0,0.5,0.4,0.057,-2.4,0,-2.4,0,1.9,4.3,0.429,0.3,1.2,0.222,1.6,3.1,0.511,0.46,0.9,1.1,0.788,0.8,1,1.8,1.1,0.5,0.2,0.8,0.7,4.9,millejo02
Gary Harris,30,ORL,SG,23,2,370,7.3,0.539,0.775,0.1,3.2,5,4.1,3.9,2,1.6,11.6,11.1,0,0.5,0.4,0.057,-3.5,0.8,-2.6,-0.1,1.4,3.5,0.4,1,2.7,0.355,0.4,0.8,0.556,0.538,0.2,0.3,0.5,0.5,0.7,1.1,0.4,0.7,0.3,0.5,0.8,3.9,harriga01
Adem Bona,21,PHI,C,34,1,366,11.7,0.692,0,0.784,10.4,20.9,15.4,4.2,0.8,7.3,25.1,11.1,0.3,0.4,0.7,0.096,-4.9,0.3,-4.6,-0.2,1,1.5,0.686,0,0,,1,1.5,0.686,0.686,0.7,1.2,0.625,1,1.8,2.8,0.3,0.2,0.8,0.7,1.9,2.8,bonaad01
John Konchar,28,MEM,SG,26,3,366,11.2,0.54,0.692,0.092,7.7,21.8,14.9,9.1,1.8,2.7,12.9,8.4,0.4,0.6,1,0.127,-1,1.9,0.9,0.3,1,2.5,0.415,0.5,1.7,0.311,0.5,0.8,0.65,0.523,0.2,0.2,0.833,1,3,4,1.1,0.5,0.4,0.4,0.9,2.8,konchjo01
Jared Butler,24,WAS,PG,32,0,362,17.9,0.562,0.233,0.256,3.9,7.9,5.9,38.9,1.6,1.3,12.9,25.8,0.5,0,0.6,0.076,2.2,-1.3,0.8,0.3,2.7,5.5,0.483,0.5,1.3,0.366,2.2,4.2,0.519,0.526,1.1,1.4,0.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,butleja02
Kelly Olynyk,33,TOR,C,23,1,358,15.5,0.648,0.355,0.383,6.7,18.5,12.6,21.1,2,2.1,21.9,18.9,0.4,0.4,0.8,0.108,-0.3,1,0.7,0.2,2.4,4.7,0.523,0.8,1.7,0.474,1.7,3,0.551,0.607,1.4,1.8,0.78,1,2.6,3.6,2.3,0.7,0.3,1.5,2.3,7,olynyke01
Jae'Sean Tate,29,HOU,SF,31,2,354,12.9,0.562,0.221,0.389,8.5,11.5,9.9,10,2.6,0.5,10.5,14.4,0.5,0.5,1.1,0.144,-2.6,1.6,-1,0.1,1.5,3.1,0.495,0.2,0.7,0.286,1.3,2.4,0.554,0.526,0.8,1.2,0.676,0.9,1.2,2.1,0.8,0.6,0.1,0.4,1.8,4,tateja01
Jaylin Williams,22,OKC,PF,21,5,354,16,0.559,0.685,0.054,8.2,25.2,16.9,18.1,1.4,4,11.7,15.4,0.6,0.8,1.4,0.193,1.1,2.6,3.7,0.5,2.2,5.3,0.423,1.3,3.6,0.355,1,1.7,0.571,0.545,0.3,0.3,1,1.3,4,5.3,2.4,0.5,0.7,0.7,1.9,6,willija07
Mo Bamba,26,LAC,C,28,2,352,14.5,0.561,0.485,0.243,8.3,29.4,19,6.5,1.3,7.9,14.3,16.3,0.1,0.8,0.9,0.127,-2.6,2.3,-0.4,0.2,1.7,3.7,0.466,0.5,1.8,0.3,1.2,1.9,0.623,0.539,0.6,0.9,0.68,0.9,3.4,4.3,0.6,0.3,1,0.7,1.8,4.6,bambamo01
Micah Potter,26,UTA,C,20,8,351,8.5,0.558,0.785,0.108,7,17,12,5.7,0.7,2.4,15,9.6,0.2,0.1,0.3,0.042,-2.4,-0.5,-2.9,-0.1,1.3,3.3,0.4,0.9,2.6,0.353,0.4,0.7,0.571,0.538,0.3,0.4,0.857,1.1,2.8,3.9,0.8,0.3,0.5,0.6,1.3,3.8,pottemi01
Charles Bassey,24,SAS,C,32,1,346,19.5,0.59,0,0.3,17,27.3,22.2,6.1,1.7,7.3,15,18,0.4,0.6,1,0.145,-1.7,0.5,-1.2,0.1,2,3.4,0.573,0,0,,2,3.4,0.573,0.573,0.7,1,0.636,1.7,2.8,4.6,0.4,0.4,0.9,0.7,1.4,4.6,bassech01
David Roddy,23,ATL,PF,27,3,346,11.9,0.594,0.462,0.237,3.3,18.9,10.9,11.6,1.6,2.1,16.3,14.5,0.2,0.3,0.5,0.07,-1.8,0.4,-1.4,0,1.6,3.4,0.473,0.6,1.6,0.372,1,1.9,0.56,0.559,0.7,0.8,0.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,roddyda01
Svi Mykhailiuk,27,UTA,SF,18,8,340,11.7,0.562,0.714,0.091,2.6,10.5,6.6,13.9,1.9,1.4,16.2,23.6,-0.1,0.1,0,-0.001,-0.6,-1.5,-2.1,0,3.6,8.6,0.422,2.2,6.1,0.355,1.4,2.4,0.591,0.549,0.6,0.8,0.786,0.4,1.8,2.3,1.7,0.7,0.3,1.7,1.4,10,mykhasv01
Bruce Brown,28,TOR,PG,17,0,335,12.6,0.534,0.27,0.221,5.2,16.1,10.7,11.4,2.3,0.9,12.4,19.3,0.1,0.3,0.4,0.052,-2.5,0,-2.5,0,3.2,7.2,0.443,0.6,1.9,0.333,2.5,5.2,0.483,0.488,1.4,1.6,0.889,0.9,2.9,3.8,1.6,0.9,0.2,1.1,1.5,8.4,brownbr01
Trevelin Queen,27,ORL,SG,21,2,332,10.2,0.491,0.529,0.108,5.2,6.7,5.9,13.8,3.3,2.3,15.1,16.5,-0.2,0.6,0.4,0.058,-3.5,2.2,-1.3,0.1,1.9,4.9,0.392,0.8,2.6,0.296,1.1,2.3,0.5,0.471,0.4,0.5,0.818,0.8,0.9,1.6,1.4,1,0.4,0.9,1.6,5,queentr01
Ousmane Dieng,21,OKC,C,28,0,322,11,0.5,0.57,0.16,5,17.3,11.2,10.6,2.1,1.9,11.6,16,0,0.7,0.7,0.103,-2.6,1.3,-1.3,0.1,1.4,3.6,0.4,0.6,2,0.281,0.9,1.5,0.558,0.48,0.4,0.6,0.688,0.5,1.9,2.4,1,0.5,0.2,0.5,0.9,3.8,diengou01
Tre Mann,23,CHO,PG,13,0,319,13.6,0.537,0.373,0.13,3.9,9,6.4,21.1,1.1,1.2,12.8,25.8,0.1,0.2,0.3,0.04,-0.5,-1.9,-2.4,0,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2,2.9,3,0.5,0.3,1.9,1.8,14.1,manntr01
Robert Williams,27,POR,C,18,3,318,18.9,0.676,0.044,0.25,11.2,26.2,18.6,9,1.7,9,18.4,12.3,0.6,0.5,1.1,0.162,-0.2,2.8,2.6,0.4,2.4,3.8,0.632,0.1,0.2,0.333,2.3,3.6,0.646,0.64,0.8,0.9,0.882,1.8,4.2,6,1.1,0.6,1.7,0.9,1.6,5.7,williro04
Gui Santos,22,GSW,PF,25,1,315,12,0.614,0.635,0.23,8.7,13.8,11.2,13,1.4,0.9,16.4,13,0.4,0.3,0.7,0.112,-1.6,-0.2,-1.8,0,1.4,3,0.473,0.8,1.9,0.404,0.6,1.1,0.593,0.601,0.4,0.7,0.647,1.1,1.6,2.7,1.2,0.4,0.1,0.6,1.4,4,santogu01
Immanuel Quickley,25,TOR,PG,12,12,310,16.6,0.554,0.469,0.276,0.7,8.2,4.4,32.2,1.1,0.6,9.5,24.5,0.6,0.1,0.7,0.11,2.4,-2.7,-0.3,0.1,4.9,12.1,0.407,2.1,5.7,0.368,2.8,6.4,0.442,0.493,3.1,3.3,0.925,0.2,1.9,2.1,5.7,0.6,0.2,1.4,1.5,15,quickim01
KJ Simpson,22,CHO,PG,17,0,295,6.8,0.375,0.435,0.278,7,7.5,7.3,18,2,1.3,12.9,19.9,-0.5,0.2,-0.2,-0.04,-5.8,-0.6,-6.5,-0.3,1.8,6.4,0.278,0.4,2.8,0.149,1.4,3.6,0.377,0.31,1.4,1.8,0.8,1.2,1.2,2.4,2.2,0.7,0.2,1.1,1.5,5.4,simpskj01
